state,year,percap_beer,percap_wine,percap_spirits,percap_all,decile
Michigan,1992,1.26,0.22,0.74,2.21,7
Michigan,1991,1.30,0.22,0.74,2.26,6
Michigan,1990,1.33,0.28,0.80,2.42,6
Michigan,1989,1.29,0.30,0.80,2.39,6
Michigan,1988,1.32,0.32,0.84,2.48,6
Michigan,1987,1.32,0.33,0.85,2.51,6
Michigan,1986,1.33,0.33,0.90,2.57,5
Michigan,1985,1.31,0.32,0.96,2.59,6
Michigan,1984,1.33,0.31,0.98,2.61,6
Michigan,1983,1.36,0.28,0.98,2.62,6
Michigan,1982,1.35,0.39,0.99,2.73,6
Michigan,1981,1.34,0.29,1.00,2.63,6
Michigan,1980,1.34,0.28,1.02,2.65,6
Michigan,1979,1.36,0.25,1.03,2.65,6
Michigan,1978,1.43,0.25,1.05,2.74,5
Michigan,1977,1.45,0.24,1.02,2.71,5
Minnesota,2023,1.03,0.37,1.47,2.87,3
Minnesota,2022,1.06,0.39,1.40,2.86,3
Minnesota,2021,1.13,0.42,1.36,2.91,3
Minnesota,2020,1.10,0.44,1.29,2.83,3
Minnesota,2019,1.12,0.43,1.23,2.79,3
Minnesota,2018,1.14,0.44,1.21,2.79,3
Minnesota,2017,1.15,0.44,1.19,2.77,3
Minnesota,2016,1.15,0.44,1.17,2.77,3
Minnesota,2015,1.16,0.43,1.14,2.73,3
Minnesota,2014,1.14,0.44,1.23,2.81,2
Minnesota,2013,1.14,0.43,1.16,2.72,3
Minnesota,2012,1.18,0.42,1.11,2.71,3
Minnesota,2011,1.13,0.34,1.00,2.47,4
Minnesota,2010,1.14,0.33,0.97,2.44,4
Minnesota,2009,1.19,0.37,1.04,2.59,3
Minnesota,2008,1.21,0.36,1.03,2.60,3
Minnesota,2007,1.23,0.36,1.01,2.60,3
Minnesota,2006,1.15,0.32,0.93,2.40,5
Minnesota,2005,1.18,0.33,0.97,2.48,4
Minnesota,2004,1.24,0.31,0.94,2.50,3
Minnesota,2003,1.22,0.29,0.91,2.43,3
Minnesota,2002,1.26,0.28,0.88,2.41,3
Minnesota,2001,1.25,0.26,0.88,2.39,4
Minnesota,2000,1.24,0.26,0.87,2.37,4
Minnesota,1999,1.23,0.27,0.86,2.36,4
Minnesota,1998,1.16,0.27,0.84,2.27,4
Minnesota,1997,1.20,0.27,0.85,2.31,4
Minnesota,1996,1.23,0.26,0.83,2.32,4
Minnesota,1995,1.29,0.26,0.83,2.38,3
Minnesota,1994,1.27,0.25,0.83,2.35,4
Minnesota,1993,1.24,0.24,0.84,2.33,5
Minnesota,1992,1.25,0.25,0.85,2.35,5
Minnesota,1991,1.30,0.24,0.81,2.35,5
Minnesota,1990,1.32,0.27,0.96,2.55,4
Minnesota,1989,1.29,0.27,0.89,2.46,6
Minnesota,1988,1.31,0.30,0.90,2.51,5
Minnesota,1987,1.32,0.32,0.94,2.58,5
Minnesota,1986,1.31,0.34,0.93,2.57,5
Minnesota,1985,1.31,0.31,1.06,2.68,5
Minnesota,1984,1.34,0.28,1.07,2.69,5
Minnesota,1983,1.38,0.27,1.10,2.74,6
Minnesota,1982,1.37,0.27,1.11,2.75,6
Minnesota,1981,1.39,0.27,1.18,2.84,5
Minnesota,1980,1.39,0.26,1.20,2.85,5
Minnesota,1979,1.36,0.24,1.17,2.77,5
Minnesota,1978,1.32,0.23,1.16,2.71,5
Minnesota,1977,1.31,0.21,1.16,2.67,5
Mississippi,2023,1.08,0.18,0.90,2.16,8
Mississippi,2022,1.15,0.19,0.91,2.25,7
Mississippi,2021,1.19,0.21,1.00,2.41,6
Mississippi,2020,1.20,0.22,0.99,2.40,6
Mississippi,2019,1.20,0.18,0.83,2.21,7
Mississippi,2018,1.21,0.18,0.79,2.18,7
Mississippi,2017,1.25,0.18,0.77,2.20,7
Mississippi,2016,1.28,0.17,0.77,2.23,7
Mississippi,2015,1.31,0.17,0.77,2.24,7
Mississippi,2014,1.32,0.16,0.75,2.23,7
Mississippi,2013,1.35,0.16,0.73,2.24,7
Mississippi,2012,1.37,0.16,0.71,2.24,7
Mississippi,2011,1.36,0.16,0.71,2.22,7
Mississippi,2010,1.37,0.15,0.70,2.22,7
Mississippi,2009,1.41,0.15,0.70,2.26,7
Mississippi,2008,1.44,0.15,0.70,2.28,7
Mississippi,2007,1.45,0.14,0.68,2.26,6
Mississippi,2006,1.43,0.13,0.67,2.23,7
Mississippi,2005,1.40,0.13,0.65,2.18,7
Mississippi,2004,1.38,0.13,0.63,2.14,7
Mississippi,2003,1.38,0.12,0.63,2.13,7
Mississippi,2002,1.41,0.12,0.61,2.13,7
Mississippi,2001,1.40,0.11,0.60,2.11,7
Mississippi,2000,1.43,0.11,0.61,2.14,7
Mississippi,1999,1.42,0.11,0.61,2.14,7
Mississippi,1998,1.40,0.09,0.59,2.08,7
Mississippi,1997,1.39,0.09,0.61,2.09,7
Mississippi,1996,1.42,0.10,0.62,2.14,6
Mississippi,1995,1.37,0.10,0.61,2.09,7
Mississippi,1994,1.28,0.08,0.63,2.00,7
Mississippi,1993,1.37,0.10,0.63,2.11,7
Mississippi,1992,1.35,0.09,0.63,2.08,8
Mississippi,1991,1.32,0.09,0.64,2.05,8
Mississippi,1990,1.34,0.09,0.65,2.08,8
Mississippi,1989,1.28,0.09,0.66,2.04,9
Mississippi,1988,1.30,0.09,0.67,2.06,9
Mississippi,1987,1.28,0.09,0.66,2.04,9
Mississippi,1986,1.28,0.10,0.69,2.07,9
Mississippi,1985,1.22,0.10,0.74,2.07,9
Mississippi,1984,1.20,0.11,0.77,2.08,9
Mississippi,1983,1.20,0.11,0.80,2.10,9
Mississippi,1982,1.18,0.11,0.81,2.10,9
Mississippi,1981,1.19,0.11,0.84,2.13,9
Mississippi,1980,1.13,0.10,0.86,2.09,9
Mississippi,1979,1.10,0.09,0.81,2.00,9
Mississippi,1978,1.11,0.10,0.88,2.09,8
Mississippi,1977,1.04,0.10,0.83,1.98,9
Missouri .................,2023,1.01,0.34,1.41,2.76,4
Missouri .................,2022,1.05,0.36,1.35,2.75,4
Missouri .................,2021,1.10,0.39,1.32,2.81,4
Missouri .................,2020,1.09,0.39,1.21,2.68,4
Missouri .................,2019,1.09,0.37,1.09,2.56,5
Missouri .................,2018,1.11,0.38,1.02,2.51,5
Missouri .................,2017,1.13,0.39,1.01,2.53,5
Missouri .................,2016,1.15,0.38,0.96,2.49,5
Missouri .................,2015,1.17,0.39,0.97,2.53,4
Missouri .................,2014,1.16,0.36,0.88,2.40,5
Missouri .................,2013,1.19,0.36,0.89,2.44,5
Missouri .................,2012,1.22,0.34,0.86,2.42,5
Missouri .................,2011,1.24,0.34,0.86,2.45,5
Missouri .................,2010,1.27,0.32,0.81,2.41,5
Missouri .................,2009,1.30,0.30,0.83,2.43,5
Missouri .................,2008,1.32,0.30,0.80,2.42,5
Missouri .................,2007,1.33,0.30,0.78,2.40,5
Missouri .................,2006,1.33,0.28,0.76,2.37,5
Missouri .................,2005,1.31,0.27,0.73,2.30,5
Missouri .................,2004,1.33,0.27,0.72,2.32,5
Missouri .................,2003,1.34,0.26,0.70,2.29,5
Missouri .................,2002,1.36,0.25,0.67,2.27,5
Missouri .................,2001,1.34,0.23,0.67,2.25,5
Missouri .................,2000,1.35,0.23,0.67,2.25,5
Missouri .................,1999,1.35,0.23,0.66,2.23,5
Missouri .................,1998,1.33,0.23,0.63,2.18,6
Missouri .................,1997,1.30,0.22,0.63,2.15,6
Missouri .................,1996,1.31,0.22,0.57,2.10,7
Missouri .................,1995,1.31,0.20,0.62,2.14,6
Missouri .................,1994,1.36,0.19,0.66,2.21,6
Missouri .................,1993,1.33,0.20,0.67,2.20,6
Missouri .................,1992,1.34,0.21,0.69,2.24,6
Missouri .................,1991,1.35,0.22,0.64,2.20,7
Missouri .................,1990,1.37,0.22,0.70,2.30,7
Missouri .................,1989,1.36,0.23,0.70,2.28,7
Missouri .................,1988,1.35,0.26,0.70,2.31,7
Missouri .................,1987,1.38,0.28,0.73,2.39,7
Missouri .................,1986,1.38,0.28,0.73,2.39,7
Missouri .................,1985,1.34,0.26,0.77,2.37,7
Missouri .................,1984,1.35,0.26,0.68,2.29,8
Missouri .................,1983,1.38,0.22,0.78,2.38,8
Missouri .................,1982,1.39,0.22,0.79,2.39,7
Missouri .................,1981,1.41,0.22,0.84,2.46,7
Missouri .................,1980,1.39,0.20,0.84,2.44,7
Missouri .................,1979,1.36,0.20,0.86,2.42,7
Missouri .................,1978,1.31,0.19,0.89,2.39,7
Missouri .................,1977,1.23,0.19,0.83,2.24,8
Montana,2023,1.53,0.48,1.11,3.12,2
Montana,2022,1.58,0.50,1.14,3.22,2
Montana,2021,1.66,0.53,1.14,3.33,1
Montana,2020,1.65,0.53,1.12,3.31,1
Montana,2019,1.61,0.51,1.02,3.15,2
Montana,2018,1.60,0.51,0.99,3.11,2
Montana,2017,1.61,0.51,0.98,3.10,2
Montana,2016,1.62,0.52,0.98,3.11,2
Montana,2015,1.63,0.50,0.96,3.09,2
Montana,2014,1.62,0.50,0.96,3.08,2
Montana,2013,1.63,0.49,0.95,3.07,2
Montana,2012,1.65,0.48,0.94,3.07,2
Montana,2011,1.61,0.47,0.90,2.97,2
Montana,2010,1.65,0.45,0.88,2.98,2
Montana,2009,1.64,0.45,0.87,2.96,2
Montana,2008,1.66,0.44,0.87,2.97,2
Montana,2007,1.66,0.43,0.85,2.94,2
Montana,2006,1.63,0.41,0.82,2.87,2
Montana,2005,1.59,0.42,0.77,2.78,2
Montana,2004,1.57,0.34,0.75,2.66,2
Montana,2003,1.56,0.33,0.72,2.62,2
Montana,2002,1.62,0.33,0.70,2.65,2
Montana,2001,1.58,0.30,0.68,2.56,2
Montana,2000,1.57,0.29,0.68,2.54,2
Montana,1999,1.56,0.28,0.67,2.51,2
Montana,1998,1.53,0.27,0.65,2.45,2
Montana,1997,1.41,0.27,0.64,2.32,4
Montana,1996,1.55,0.26,0.64,2.45,3
Montana,1995,1.52,0.25,0.78,2.55,2
Montana,1994,1.57,0.24,0.70,2.51,2
Montana,1993,1.49,0.25,0.73,2.47,3
Montana,1992,1.59,0.26,0.75,2.61,2
Montana,1991,1.61,0.28,0.76,2.64,3
Montana,1990,1.61,0.29,0.77,2.67,3
Montana,1989,1.59,0.29,0.73,2.61,4
Montana,1988,1.61,0.32,0.77,2.70,4
Montana,1987,1.59,0.34,0.78,2.70,4
Montana,1986,1.60,0.34,0.82,2.76,4
Montana,1985,1.62,0.33,0.89,2.84,4
Montana,1984,1.71,0.32,0.93,2.97,3
Montana,1983,1.80,0.32,0.99,3.11,3
Montana,1982,1.82,0.32,1.02,3.16,3
Montana,1981,1.90,0.33,1.05,3.27,3
Montana,1980,1.82,0.35,1.03,3.20,3
Montana,1979,1.83,0.41,1.05,3.29,2
Montana,1978,1.82,0.20,1.07,3.09,2
Montana,1977,1.82,0.20,1.10,3.11,2
Nebraska ...............,2023,1.01,0.20,0.86,2.07,9
Nebraska ...............,2022,1.09,0.21,0.86,2.16,8
Nebraska ...............,2021,1.16,0.21,0.82,2.19,8
Nebraska ...............,2020,1.18,0.21,0.75,2.14,8
Nebraska ...............,2019,1.21,0.22,0.74,2.17,8
Nebraska ...............,2018,1.22,0.22,0.74,2.17,7
Nebraska ...............,2017,1.26,0.22,0.73,2.21,7
Nebraska ...............,2016,1.30,0.22,0.73,2.25,7
Nebraska ...............,2015,1.34,0.22,0.72,2.28,6
Nebraska ...............,2014,1.37,0.21,0.72,2.30,6
Nebraska ...............,2013,1.39,0.21,0.71,2.32,6
Nebraska ...............,2012,1.41,0.21,0.69,2.31,6
Nebraska ...............,2011,1.39,0.21,0.69,2.28,6
Nebraska ...............,2010,1.40,0.21,0.67,2.28,6
Nebraska ...............,2009,1.42,0.20,0.67,2.29,6
Nebraska ...............,2008,1.45,0.20,0.68,2.33,6
Nebraska ...............,2007,1.43,0.20,0.67,2.31,6
Nebraska ...............,2006,1.42,0.21,0.71,2.35,6
Nebraska ...............,2005,1.41,0.20,0.68,2.29,6
Nebraska ...............,2004,1.44,0.20,0.65,2.28,6
Nebraska ...............,2003,1.43,0.19,0.63,2.24,6
Nebraska ...............,2002,1.45,0.17,0.61,2.23,6
Nebraska ...............,2001,1.43,0.16,0.60,2.20,6
Nebraska ...............,2000,1.44,0.17,0.62,2.23,6
Nebraska ...............,1999,1.42,0.17,0.60,2.19,6
Nebraska ...............,1998,1.39,0.18,0.58,2.16,6
Nebraska ...............,1997,1.35,0.18,0.56,2.09,7
Nebraska ...............,1996,1.35,0.18,0.57,2.11,6
Nebraska ...............,1995,1.35,0.19,0.57,2.10,7
Nebraska ...............,1994,1.39,0.18,0.57,2.14,7
Nebraska ...............,1993,1.37,0.18,0.59,2.14,7
Nebraska ...............,1992,1.37,0.18,0.61,2.16,7
Nebraska ...............,1991,1.40,0.18,0.61,2.19,7
Nebraska ...............,1990,1.41,0.20,0.64,2.25,7
Nebraska ...............,1989,1.41,0.20,0.64,2.26,7
Nebraska ...............,1988,1.41,0.22,0.66,2.30,7
Nebraska ...............,1987,1.43,0.23,0.67,2.33,7
Nebraska ...............,1986,1.41,0.23,0.69,2.33,7
Nebraska ...............,1985,1.41,0.22,0.76,2.39,7
Nebraska ...............,1984,1.46,0.21,0.77,2.43,7
Nebraska ...............,1983,1.50,0.21,0.80,2.51,7
Nebraska ...............,1982,1.51,0.28,0.58,2.37,7
Nebraska ...............,1981,1.57,0.20,0.88,2.65,6
Nebraska ...............,1980,1.56,0.19,0.88,2.63,6
Nebraska ...............,1979,1.52,0.18,0.89,2.59,7
Nebraska ...............,1978,1.48,0.18,0.90,2.56,6
Nebraska ...............,1977,1.46,0.17,0.91,2.54,6
Nevada,2023,1.26,0.56,1.73,3.55,1
Nevada,2022,1.31,0.58,1.71,3.60,1
Nevada,2021,1.35,0.59,1.64,3.58,1
Nevada,2020,1.33,0.59,1.52,3.44,1
Nevada,2019,1.33,0.59,1.48,3.41,1
Nevada,2018,1.36,0.61,1.48,3.45,1
Nevada,2017,1.40,0.61,1.48,3.49,1
Nevada,2016,1.42,0.62,1.48,3.52,1
Nevada,2015,1.39,0.66,1.30,3.35,1
Nevada,2014,1.41,0.66,1.31,3.38,1
Nevada,2013,1.41,0.63,1.28,3.32,1
Nevada,2012,1.41,0.62,1.25,3.28,1
Nevada,2011,1.45,0.63,1.27,3.35,1
Nevada,2010,1.49,0.60,1.21,3.30,1
Nevada,2009,1.53,0.56,1.11,3.21,1
Nevada,2008,1.63,0.61,1.29,3.53,1
Nevada,2007,1.66,0.62,1.23,3.52,1
Nevada,2006,1.71,0.65,1.28,3.63,1
Nevada,2005,1.69,0.62,1.21,3.52,1
Nevada,2004,1.73,0.63,1.25,3.61,1
Nevada,2003,1.74,0.61,1.23,3.59,1
Nevada,2002,1.74,0.60,1.22,3.56,1
Nevada,2001,1.79,0.59,1.21,3.59,1
Nevada,2000,1.79,0.62,1.26,3.67,1
Nevada,1999,1.82,0.63,1.29,3.74,1
Nevada,1998,1.80,0.58,1.23,3.62,1
Nevada,1997,1.84,0.58,1.30,3.72,1
Nevada,1996,1.91,0.59,1.39,3.89,1
Nevada,1995,1.87,0.58,1.39,3.84,1
Nevada,1994,1.93,0.57,1.51,4.00,1
Nevada,1993,1.95,0.58,1.54,4.07,1
Nevada,1992,2.02,0.62,1.61,4.25,1
Nevada,1991,2.05,0.63,1.63,4.31,1
Nevada,1990,2.17,0.69,1.92,4.78,1
Nevada,1989,2.12,0.71,1.87,4.70,1
Nevada,1988,2.08,0.76,1.95,4.80,1
Nevada,1987,2.01,0.83,2.05,4.89,1
Nevada,1986,2.04,0.86,2.07,4.97,1
Nevada,1985,1.96,0.84,2.18,4.99,1
Nevada,1984,1.97,0.80,2.32,5.10,1
Nevada,1983,1.96,0.78,2.43,5.18,1
Nevada,1982,2.00,0.77,2.50,5.27,1
Nevada,1981,2.08,0.80,2.71,5.59,1
Nevada,1980,2.06,0.78,2.90,5.75,1
Nevada,1979,2.07,0.79,2.97,5.83,1
Nevada,1978,2.01,0.77,3.34,6.13,1
Nevada,1977,1.99,0.77,3.56,6.32,1
New Hampshire,2023,1.60,0.74,1.86,4.20,1
New Hampshire,2022,1.66,0.80,2.01,4.48,1
New Hampshire,2021,1.66,0.76,1.80,4.22,1
New Hampshire,2020,1.58,0.84,2.09,4.51,1
New Hampshire,2019,1.58,0.82,2.12,4.52,1
New Hampshire,2018,1.62,0.84,2.04,4.51,1
New Hampshire,2017,1.66,0.87,2.01,4.54,1
New Hampshire,2016,1.86,0.88,1.99,4.73,1
New Hampshire,2015,1.87,0.88,1.95,4.69,1
New Hampshire,2014,1.68,0.89,1.95,4.52,1
New Hampshire,2013,1.86,0.89,1.92,4.67,1
New Hampshire,2012,1.90,0.86,1.88,4.64,1
New Hampshire,2011,1.86,0.92,1.98,4.76,1
New Hampshire,2010,1.81,0.84,1.85,4.50,1
New Hampshire,2009,1.79,0.84,1.84,4.47,1
New Hampshire,2008,1.78,0.81,1.79,4.39,1
New Hampshire,2007,1.82,0.79,1.75,4.36,1
New Hampshire,2006,1.73,0.78,1.77,4.28,1
New Hampshire,2005,1.75,0.75,1.71,4.20,1
New Hampshire,2004,1.74,0.73,1.67,4.14,1
New Hampshire,2003,1.75,0.71,1.63,4.09,1
New Hampshire,2002,1.75,0.70,1.64,4.09,1
New Hampshire,2001,1.75,0.66,1.62,4.03,1
New Hampshire,2000,1.78,0.65,1.63,4.06,1
New Hampshire,1999,1.78,0.65,1.64,4.07,1
New Hampshire,1998,1.77,0.55,1.67,3.99,1
New Hampshire,1997,1.78,0.54,1.72,4.04,1
New Hampshire,1996,1.78,0.53,1.79,4.11,1
New Hampshire,1995,1.73,0.50,1.79,4.02,1
New Hampshire,1994,1.75,0.48,1.90,4.13,1
New Hampshire,1993,1.83,0.54,2.01,4.38,1
New Hampshire,1992,1.81,0.52,1.96,4.30,1
New Hampshire,1991,1.85,0.49,1.96,4.30,1
New Hampshire,1990,1.85,0.49,1.97,4.30,1
New Hampshire,1989,1.87,0.50,2.00,4.38,1
New Hampshire,1988,1.91,0.49,1.94,4.34,1
New Hampshire,1987,1.93,0.50,1.99,4.42,1
New Hampshire,1986,1.93,0.52,2.06,4.52,1
New Hampshire,1985,1.99,0.53,2.22,4.74,1
New Hampshire,1984,1.99,0.59,2.33,4.92,1
New Hampshire,1983,2.17,0.56,2.36,5.09,1
New Hampshire,1982,1.90,0.59,2.35,4.84,1
New Hampshire,1981,1.89,0.59,2.43,4.91,1
New Hampshire,1980,1.93,0.60,2.49,5.02,1
New Hampshire,1979,1.94,0.61,2.56,5.10,1
New Hampshire,1978,1.95,0.53,2.88,5.36,1
New Hampshire,1977,1.86,0.49,2.88,5.23,1
New Jersey,2023,0.73,0.48,1.34,2.55,5
New Jersey,2022,0.74,0.51,1.29,2.54,5
New Jersey,2021,0.82,0.55,1.25,2.63,5
New Jersey,2020,0.78,0.58,1.16,2.53,5
New Jersey,2019,0.80,0.58,1.01,2.39,5
New Jersey,2018,0.80,0.58,0.98,2.36,6
New Jersey,2017,0.80,0.60,0.96,2.36,5
New Jersey,2016,0.83,0.60,0.93,2.36,5
New Jersey,2015,0.84,0.60,0.93,2.37,5
New Jersey,2014,0.84,0.62,0.93,2.39,5
New Jersey,2013,0.84,0.61,0.92,2.37,5
New Jersey,2012,0.89,0.60,0.91,2.40,5
New Jersey,2011,0.89,0.58,0.89,2.37,5
New Jersey,2010,0.92,0.57,0.86,2.35,5
New Jersey,2009,0.91,0.57,0.86,2.34,6
New Jersey,2008,0.93,0.55,0.86,2.35,6
New Jersey,2007,0.93,0.55,0.86,2.33,6
New Jersey,2006,0.95,0.54,0.85,2.33,6
New Jersey,2005,0.95,0.52,0.83,2.30,5
New Jersey,2004,0.96,0.52,0.82,2.30,6
New Jersey,2003,0.95,0.50,0.80,2.24,6
New Jersey,2002,0.98,0.49,0.77,2.24,6
New Jersey,2001,0.99,0.47,0.75,2.20,6
New Jersey,2000,0.97,0.47,0.76,2.20,6
New Jersey,1999,0.97,0.47,0.74,2.18,6
New Jersey,1998,0.98,0.46,0.71,2.15,6
New Jersey,1997,0.99,0.46,0.74,2.19,5
New Jersey,1996,1.00,0.44,0.76,2.20,6
New Jersey,1995,1.06,0.44,0.79,2.28,4
New Jersey,1994,1.04,0.43,0.79,2.27,5
New Jersey,1993,1.07,0.42,0.79,2.29,5
New Jersey,1992,1.07,0.44,0.83,2.34,5
New Jersey,1991,1.09,0.43,0.82,2.34,6
New Jersey,1990,1.15,0.48,0.95,2.58,4
New Jersey,1989,1.13,0.50,0.95,2.58,4
New Jersey,1988,1.15,0.51,0.93,2.58,4
New Jersey,1987,1.18,0.54,1.00,2.72,4
New Jersey,1986,1.17,0.56,1.03,2.77,3
New Jersey,1985,1.17,0.55,1.07,2.79,4
New Jersey,1984,1.18,0.54,1.10,2.82,4
New Jersey,1983,1.20,0.52,1.13,2.85,4
New Jersey,1982,1.21,0.52,1.13,2.87,4
New Jersey,1981,1.21,0.51,1.15,2.87,5
New Jersey,1980,1.22,0.47,1.13,2.82,5
New Jersey,1979,1.18,0.43,1.10,2.71,6
New Jersey,1978,1.17,0.41,1.10,2.69,6
New Jersey,1977,1.16,0.40,1.13,2.69,5
New Mexico,2023,1.13,0.29,0.88,2.31,6
New Mexico,2022,1.18,0.31,0.89,2.37,6
New Mexico,2021,1.21,0.31,0.85,2.37,7
New Mexico,2020,1.20,0.31,0.79,2.29,7
New Mexico,2019,1.17,0.31,0.78,2.26,6
New Mexico,2018,1.07,0.31,0.89,2.27,6
New Mexico,2017,1.05,0.30,0.81,2.16,7
New Mexico,2016,1.10,0.31,0.84,2.26,6
New Mexico,2015,1.02,0.30,0.78,2.10,8
New Mexico,2014,1.29,0.31,0.82,2.41,4
New Mexico,2013,1.17,0.34,0.84,2.34,5
New Mexico,2012,1.24,0.33,0.79,2.36,6
New Mexico,2011,1.32,0.31,0.72,2.35,6
New Mexico,2010,1.23,0.31,0.74,2.28,6
New Mexico,2009,1.34,0.31,0.72,2.38,5
New Mexico,2008,1.41,0.31,0.71,2.43,5
New Mexico,2007,1.39,0.30,0.70,2.39,5
New Mexico,2006,1.37,0.30,0.69,2.36,5
New Mexico,2005,1.47,0.29,0.66,2.42,4
New Mexico,2004,1.46,0.25,0.66,2.36,5
New Mexico,2003,1.52,0.27,0.61,2.40,4
New Mexico,2002,1.52,0.26,0.61,2.40,4
New Mexico,2001,1.54,0.25,0.61,2.39,4
New Mexico,2000,1.53,0.25,0.61,2.38,4
New Mexico,1999,1.53,0.25,0.59,2.36,4
New Mexico,1998,1.49,0.24,0.58,2.31,4
New Mexico,1997,1.51,0.24,0.58,2.33,3
New Mexico,1996,1.55,0.24,0.59,2.38,3
New Mexico,1995,1.56,0.24,0.60,2.40,3
New Mexico,1994,1.46,0.19,0.60,2.25,5
New Mexico,1993,1.53,0.23,0.63,2.39,3
New Mexico,1992,1.56,0.25,0.66,2.47,4
New Mexico,1991,1.64,0.26,0.64,2.54,3
New Mexico,1990,1.68,0.28,0.68,2.64,3
New Mexico,1989,1.67,0.29,0.66,2.62,4
New Mexico,1988,1.66,0.33,0.68,2.67,4
New Mexico,1987,1.65,0.36,0.68,2.69,4
New Mexico,1986,1.66,0.36,0.71,2.73,4
New Mexico,1985,1.71,0.36,0.77,2.84,4
New Mexico,1984,1.72,0.28,0.76,2.76,5
New Mexico,1983,1.72,0.31,0.98,3.01,4
New Mexico,1982,1.72,0.34,0.93,2.99,4
New Mexico,1981,1.73,0.32,0.95,3.00,4
New Mexico,1980,1.65,0.32,0.99,2.97,4
New Mexico,1979,1.64,0.29,0.97,2.91,4
New Mexico,1978,1.65,0.31,0.96,2.93,4
New Mexico,1977,1.62,0.31,0.95,2.88,4
New York,2023,0.81,0.45,0.98,2.24,7
New York,2022,0.83,0.46,0.96,2.25,7
New York,2021,0.88,0.49,0.89,2.26,8
New York,2020,0.81,0.49,0.85,2.14,8
New York,2019,0.88,0.54,0.81,2.22,7
New York,2018,0.88,0.52,0.81,2.21,7
New York,2017,0.90,0.54,0.79,2.23,7
New York,2016,0.91,0.53,0.79,2.23,7
New York,2015,0.91,0.50,0.77,2.19,7
New York,2014,0.90,0.54,0.77,2.20,7
New York,2013,0.93,0.51,0.77,2.22,7
New York,2012,0.91,0.51,0.75,2.17,8
New York,2011,0.89,0.50,0.73,2.11,8
New York,2010,0.89,0.48,0.71,2.09,8
New York,2009,0.92,0.47,0.70,2.08,8
New York,2008,0.93,0.47,0.68,2.08,8
New York,2007,0.93,0.47,0.69,2.10,8
New York,2006,0.89,0.46,0.66,2.01,8
New York,2005,0.91,0.43,0.65,1.99,9
New York,2004,0.92,0.42,0.62,1.96,9
New York,2003,0.93,0.40,0.61,1.94,9
New York,2002,0.95,0.38,0.59,1.92,9
New York,2001,0.96,0.37,0.56,1.89,9
New York,2000,0.92,0.38,0.58,1.88,9
New York,1999,0.93,0.37,0.56,1.85,9
New York,1998,0.95,0.38,0.51,1.84,9
New York,1997,0.86,0.36,0.56,1.79,9
New York,1996,0.91,0.36,0.57,1.84,9
New York,1995,1.00,0.38,0.57,1.95,8
New York,1994,0.98,0.35,0.60,1.93,8
New York,1993,1.00,0.35,0.62,1.97,8
New York,1992,1.04,0.37,0.68,2.09,8
New York,1991,1.09,0.37,0.69,2.14,7
New York,1990,1.13,0.41,0.76,2.30,7
New York,1989,1.11,0.42,0.81,2.34,7
New York,1988,1.14,0.44,0.86,2.45,6
New York,1987,1.14,0.47,0.90,2.51,6
New York,1986,1.12,0.50,0.91,2.53,6
New York,1985,1.14,0.49,0.98,2.61,5
New York,1984,1.14,0.49,1.03,2.67,5
New York,1983,1.23,0.49,1.05,2.77,5
New York,1982,1.26,0.48,1.11,2.85,4
New York,1981,1.25,0.46,1.12,2.83,5
New York,1980,1.27,0.46,1.17,2.91,5
New York,1979,1.21,0.44,1.17,2.83,5
New York,1978,1.18,0.42,1.18,2.78,5
New York,1977,1.18,0.39,1.18,2.75,5
North Carolina,2023,1.00,0.46,0.82,2.28,7
North Carolina,2022,1.03,0.49,0.83,2.35,7
North Carolina,2021,1.07,0.50,0.82,2.39,6
North Carolina,2020,1.08,0.48,0.79,2.35,6
North Carolina,2019,1.04,0.45,0.70,2.20,7
North Carolina,2018,1.04,0.45,0.68,2.16,7
North Carolina,2017,1.05,0.44,0.65,2.13,8
North Carolina,2016,1.05,0.43,0.64,2.12,9
North Carolina,2015,1.05,0.42,0.63,2.10,8
North Carolina,2014,1.05,0.41,0.61,2.07,8
North Carolina,2013,1.04,0.40,0.60,2.04,9
North Carolina,2012,1.06,0.38,0.60,2.04,8
North Carolina,2011,1.05,0.37,0.58,2.01,9
North Carolina,2010,1.07,0.35,0.57,2.00,9
North Carolina,2009,1.10,0.34,0.57,2.01,9
North Carolina,2008,1.13,0.33,0.57,2.03,9
North Carolina,2007,1.15,0.34,0.56,2.04,9
North Carolina,2006,1.14,0.33,0.54,2.01,9
North Carolina,2005,1.13,0.30,0.54,1.96,9
North Carolina,2004,1.16,0.30,0.53,1.99,8
North Carolina,2003,1.21,0.27,0.52,2.00,8
North Carolina,2002,1.25,0.27,0.50,2.02,8
North Carolina,2001,1.24,0.25,0.51,2.00,8
North Carolina,2000,1.22,0.25,0.52,1.98,8
North Carolina,1999,1.21,0.24,0.51,1.96,8
North Carolina,1998,1.21,0.23,0.50,1.94,8
North Carolina,1997,1.22,0.23,0.52,1.97,7
North Carolina,1996,1.21,0.24,0.53,1.98,7
North Carolina,1995,1.12,0.21,0.53,1.87,9
North Carolina,1994,1.14,0.21,0.54,1.89,8
North Carolina,1993,1.14,0.22,0.56,1.92,9
North Carolina,1992,1.14,0.23,0.59,1.96,8
North Carolina,1991,1.11,0.24,0.60,1.96,9
